time,posx,posy,posz,rotx,roty,rotz,rotw
8.39233398438e-05,0.333811368791,0.540637052178,0.270873775362,0.164753093245,0.931153332269,-0.0736130223076,-0.316845408706
0.000188827514648,0.333811368791,0.540637052178,0.270873775362,0.164753093245,0.931153332269,-0.0736130223076,-0.316845408706
0.00523686408997,0.333811368791,0.540637052178,0.270873775362,0.164753093245,0.931153332269,-0.0736130223076,-0.316845408706
0.0102770328522,0.333280702134,0.540935492511,0.27083653119,0.164672289961,0.930850381812,-0.0731187717901,-0.3178903094
0.0153048038483,0.333280702134,0.540935492511,0.27083653119,0.164672289961,0.930850381812,-0.0731187717901,-0.3178903094
0.0203349590302,0.332733280917,0.541650666697,0.270784225151,0.16495580925,0.930752309108,-0.072522906524,-0.318166855775
0.0252749919891,0.332733280917,0.541650666697,0.270784225151,0.16495580925,0.930752309108,-0.072522906524,-0.318166855775
0.0302908420563,0.332908098468,0.541556816649,0.270684261018,0.165554128575,0.930588949156,-0.071802495244,-0.318497158383
0.0352878570557,0.332908098468,0.541556816649,0.270684261018,0.165554128575,0.930588949156,-0.071802495244,-0.318497158383
0.040344953537,0.33257419808,0.542285214121,0.270648984307,0.165697801357,0.930492056618,-0.0708495496816,-0.318918661271
0.0454158782959,0.33257419808,0.542285214121,0.270648984307,0.165697801357,0.930492056618,-0.0708495496816,-0.318918661271
0.0504729747772,0.331686749815,0.542352564742,0.27001050875,0.165339717389,0.930358780642,-0.0712413913416,-0.319405668854
0.0553548336029,0.331686749815,0.542352564742,0.27001050875,0.165339717389,0.930358780642,-0.0712413913416,-0.319405668854
0.0604238510132,0.331798663446,0.543178498315,0.270145807032,0.16581630902,0.930339545248,-0.0699174431307,-0.319507172621
0.0653560161591,0.331798663446,0.543178498315,0.270145807032,0.16581630902,0.930339545248,-0.0699174431307,-0.319507172621
0.0704808235168,0.331365198419,0.54277663785,0.270359418378,0.167043320185,0.929717082878,-0.0695381831593,-0.320760215844
0.0754020214081,0.331365198419,0.54277663785,0.270359418378,0.167043320185,0.929717082878,-0.0695381831593,-0.320760215844
0.0808370113373,0.33068056091,0.543216382673,0.270083095691,0.166485655537,0.929646403608,-0.0694393067365,-0.32127600819
0.0854349136353,0.33068056091,0.543216382673,0.270083095691,0.166485655537,0.929646403608,-0.0694393067365,-0.32127600819
0.0910370349884,0.33106765894,0.543487777941,0.269818468978,0.167794791404,0.929528201732,-0.0685034852642,-0.321137825038
0.0954120159149,0.33106765894,0.543487777941,0.269818468978,0.167794791404,0.929528201732,-0.0685034852642,-0.321137825038
0.100950956345,0.329892078113,0.544571477986,0.269933830144,0.166934117647,0.929428463172,-0.0678882874092,-0.322004522707
0.105466842651,0.329892078113,0.544571477986,0.269933830144,0.166934117647,0.929428463172,-0.0678882874092,-0.322004522707
0.110864877701,0.32933888002,0.544447381385,0.269829891638,0.167307357091,0.929082341202,-0.0677684888845,-0.322833832559
0.115432977676,0.32933888002,0.544447381385,0.269829891638,0.167307357091,0.929082341202,-0.0677684888845,-0.322833832559
0.120723962784,0.329647157912,0.544812186394,0.269612561521,0.168111206577,0.9289937418,-0.0665929899744,-0.322915815044
0.125445842743,0.329647157912,0.544812186394,0.269612561521,0.168111206577,0.9289937418,-0.0665929899744,-0.322915815044
0.130513906479,0.329647157912,0.544812186394,0.269612561521,0.168111206577,0.9289937418,-0.0665929899744,-0.322915815044
0.135439872742,0.329374786606,0.545305879462,0.269717352764,0.169103306932,0.928646873965,-0.0657858784017,-0.323560308541
